,type,length_comment,var_length,links_count,qm_count,exm_count,img_count,music_count,dots_count,ht_count,me_count,I-E,N-S,T-F,J-P
3339,ISFJ,6.34,0.18983624065503735,0.02,0.04,0.0,0.0,0.0,0.04,0.0,1.08,1,1,0,0
3340,INFP,28.26,0.1878785346512988,0.06,0.26,0.18,0.02,0.0,0.88,0.0,3.3,1,0,0,1
3341,INTJ,15.66,0.1840789422676083,0.0,0.02,0.02,0.0,0.0,0.48,0.0,1.66,1,0,1,0
3342,INFP,15.24,0.19252595732049999,0.12,0.22,0.4,0.04,0.02,0.4,0.0,1.9,1,0,0,1
3343,INFP,21.26,0.18812953235287658,0.12,0.2,0.34,0.1,0.02,0.56,0.0,2.42,1,0,0,1
3344,ENFP,17.5,0.18836555488984455,0.02,0.28,0.12,0.0,0.0,0.44,0.0,2.0,0,0,0,1
3345,ENTJ,21.5,0.18162926209406274,0.02,0.38,0.08,0.0,0.0,0.58,0.0,1.98,0,0,1,0
3346,INFP,22.32,0.1815010207652329,0.0,0.02,0.34,0.0,0.02,0.56,0.0,2.56,1,0,0,1
3347,INTP,22.08,0.17783137836541393,0.08,0.36,0.08,0.04,0.02,0.5,0.0,2.14,1,0,1,1
3348,INTP,10.78,0.18587367389411957,0.54,0.54,0.02,0.02,0.0,0.14,0.02,1.22,1,0,1,1
3349,ISFJ,26.56,0.18417292353404094,0.0,0.04,0.34,0.0,0.0,0.78,0.0,3.18,1,1,0,0
3350,INFJ,21.02,0.18595407013777482,0.18,0.12,0.02,0.02,0.0,0.48,0.0,2.62,1,0,0,0
3351,INTP,15.62,0.19080867043426528,0.06,0.18,0.12,0.0,0.0,0.3,0.0,2.14,1,0,1,1
3352,ISTP,26.26,0.18265212717892512,0.08,0.16,0.16,0.04,0.02,0.66,0.0,2.66,1,1,1,1
3353,ESTP,25.96,0.17598451796009812,0.02,0.16,0.02,0.0,0.0,0.52,0.0,1.92,0,1,1,1
3354,ENTP,26.94,0.1835543735554958,0.04,0.26,0.2,0.0,0.02,0.94,0.0,2.9,0,0,1,1
3355,INFJ,29.56,0.1849327378761686,0.04,0.12,0.0,0.0,0.12,0.6,0.0,3.92,1,0,0,0
3356,ISTP,18.56,0.18115504651549896,0.04,0.26,0.0,0.0,0.04,0.66,0.0,1.82,1,1,1,1
3357,INFP,13.04,0.1871201948671725,0.14,0.2,0.04,0.02,0.0,0.22,0.0,1.66,1,0,0,1
3358,INFP,20.9,0.18704448380102126,0.08,0.12,0.38,0.0,0.04,0.4,0.0,2.54,1,0,0,1
3359,INFP,26.38,0.18787569336657553,0.06,0.16,0.18,0.02,0.02,0.9,0.02,3.34,1,0,0,1
3360,INFJ,11.14,0.18876865441608365,0.12,0.12,0.0,0.0,0.02,0.2,0.0,1.24,1,0,0,0
3361,INFP,25.76,0.19386775907340292,0.0,0.08,0.22,0.0,0.02,0.94,0.0,3.54,1,0,0,1
3362,ISTJ,32.44,0.1867607193683523,0.0,0.2,0.02,0.0,0.0,0.94,0.0,4.2,1,1,1,0
3363,INFJ,18.18,0.18877733857115708,0.0,0.42,0.86,0.0,0.0,0.36,0.0,1.86,1,0,0,0
3364,INTJ,25.28,0.18045362885602892,0.0,0.1,0.2,0.0,0.04,0.64,0.0,2.96,1,0,1,0
3365,ENTP,18.42,0.19030652431662065,0.0,0.24,0.28,0.0,0.0,0.66,0.0,1.92,0,0,1,1
3366,ISFP,26.5,0.18496873287189522,0.08,0.4,0.18,0.0,0.0,0.64,0.0,2.96,1,1,0,1
3367,INFP,30.16,0.17979329121571097,0.04,0.26,0.18,0.02,0.04,0.9,0.0,3.2,1,0,0,1
3368,INFP,33.0,0.18123938468502407,0.04,0.18,0.18,0.0,0.0,0.94,0.02,2.94,1,0,0,1
3369,INTJ,24.72,0.18302147075235012,0.04,0.28,0.08,0.0,0.0,0.54,0.0,2.4,1,0,1,0
3370,INTJ,30.42,0.1818876739783596,0.02,0.24,0.02,0.02,0.0,0.94,0.0,2.8,1,0,1,0
3371,INTJ,30.62,0.18335418466537348,0.0,0.06,0.08,0.0,0.0,0.82,0.0,4.32,1,0,1,0
3372,INTP,24.28,0.1850395315521441,0.0,0.06,0.1,0.0,0.0,0.98,0.0,2.7,1,0,1,1
3373,INTP,30.5,0.18973337661753756,0.04,0.22,0.24,0.02,0.02,0.92,0.0,4.56,1,0,1,1
3374,INFJ,25.42,0.18759633909936285,0.08,0.16,0.08,0.0,0.0,0.62,0.0,2.36,1,0,0,0
3375,INFJ,26.24,0.1821482610529025,0.06,0.12,0.26,0.0,0.02,0.78,0.0,3.3,1,0,0,0
3376,ISFJ,27.12,0.18743541720916435,0.1,0.42,0.34,0.06,0.0,0.56,0.0,3.08,1,1,0,0
3377,INFJ,32.34,0.18217468424418484,0.0,0.1,0.02,0.0,0.0,0.84,0.0,4.22,1,0,0,0
3378,INFP,25.68,0.1835621478147107,0.08,0.28,0.02,0.0,0.1,0.44,0.0,0.98,1,0,0,1
3379,INFP,19.74,0.18488545524219388,0.0,0.1,0.16,0.0,0.04,0.32,0.0,2.48,1,0,0,1
3380,INTP,28.78,0.18018623706849707,0.02,0.32,0.06,0.0,0.0,1.18,0.0,1.44,1,0,1,1
3381,INTP,23.36,0.17445880634499972,0.0,0.3,0.18,0.0,0.0,0.4,0.02,2.52,1,0,1,1
3382,INFJ,29.02,0.19029226139701483,0.0,0.04,0.7,0.0,0.0,1.26,0.02,3.34,1,0,0,0
3383,INFJ,24.02,0.1844424525936777,0.06,0.34,0.24,0.0,0.04,1.0,0.0,2.62,1,0,0,0
3384,INFJ,31.48,0.18230742104996156,0.04,0.2,0.28,0.0,0.14,0.84,0.0,3.68,1,0,0,0
3385,INFJ,22.46,0.1895471761636226,0.04,0.16,0.04,0.04,0.0,0.92,0.0,2.52,1,0,0,0
3386,INFJ,29.54,0.18363277138283518,0.04,0.08,0.26,0.0,0.02,0.94,0.0,3.32,1,0,0,0
3387,INFJ,32.1,0.18136336907560388,0.0,0.22,0.36,0.0,0.02,1.18,0.0,3.42,1,0,0,0
3388,INTJ,27.1,0.17606528628732415,0.0,0.56,0.0,0.0,0.0,0.44,0.0,2.38,1,0,1,0
3389,INFJ,26.4,0.19225605146633024,0.14,0.16,0.14,0.04,0.02,0.74,0.0,3.36,1,0,0,0
3390,INFJ,19.14,0.19798116531192425,0.06,0.58,0.32,0.0,0.02,0.4,0.0,2.14,1,0,0,0
3391,INFJ,16.2,0.20153926513283132,0.0,0.12,0.74,0.0,0.0,0.38,0.04,1.72,1,0,0,0
3392,INFJ,15.8,0.18401981451294408,0.0,0.06,0.0,0.0,0.0,0.16,0.0,1.7,1,0,0,0
3393,INFJ,31.36,0.18689887389451088,0.0,0.26,0.28,0.0,0.0,0.78,0.0,3.18,1,0,0,0
3394,INFJ,20.88,0.19444526763469713,0.0,0.12,0.2,0.0,0.0,0.46,0.0,2.18,1,0,0,0
3395,INFJ,28.0,0.1849889475364363,0.02,0.4,0.22,0.0,0.0,1.0,0.0,3.34,1,0,0,0
3396,INFJ,20.32,0.18215278542143717,0.02,0.12,0.02,0.0,0.04,0.42,0.06,2.24,1,0,0,0
3397,INFJ,30.26,0.1872369346996483,0.04,0.4,0.06,0.0,0.02,0.74,0.0,3.22,1,0,0,0
3398,INFJ,33.02,0.18524867376268092,0.0,0.22,0.02,0.0,0.02,0.86,0.0,4.0,1,0,0,0
3399,INFJ,28.98,0.19201487779624407,0.02,0.52,0.08,0.02,0.0,0.64,0.0,3.3,1,0,0,0
3400,ENTP,24.34,0.19008770854851983,0.02,0.58,0.24,0.0,0.0,1.16,0.0,2.52,0,0,1,1
3401,INFJ,27.18,0.1848700245975642,0.06,0.32,0.16,0.0,0.02,0.66,0.02,2.86,1,0,0,0
3402,INFP,22.12,0.18538963370701655,0.0,0.32,0.38,0.0,0.0,0.92,0.0,2.36,1,0,0,1
3403,INFP,27.3,0.18366035242382217,0.1,0.16,0.48,0.08,0.02,1.14,0.0,2.26,1,0,0,1
3404,INFP,29.44,0.17947057242676703,0.0,0.1,0.66,0.0,0.0,0.72,0.0,3.64,1,0,0,1
3405,INFP,22.14,0.19120198201062877,0.0,0.14,0.16,0.0,0.0,0.46,0.0,2.08,1,0,0,1
3406,INFP,26.2,0.18694320987654314,0.06,0.24,0.68,0.0,0.0,0.58,0.0,2.96,1,0,0,1
3407,INFP,26.66,0.19347001776217387,0.0,0.18,0.78,0.0,0.02,0.82,0.0,3.38,1,0,0,1
3408,INFJ,20.72,0.19540245879660648,0.02,0.34,0.26,0.0,0.0,0.68,0.0,2.26,1,0,0,0
3409,INFP,25.74,0.18275278252690297,0.0,0.14,0.72,0.0,0.0,0.76,0.02,2.02,1,0,0,1
3410,INFP,22.6,0.1871790277915296,0.0,0.44,0.22,0.0,0.0,0.54,0.0,2.7,1,0,0,1
3411,INFP,23.54,0.18951999095823863,0.0,0.08,0.2,0.0,0.04,0.36,0.0,2.96,1,0,0,1
3412,INFP,16.3,0.1785552369224752,0.0,0.14,0.06,0.0,0.0,0.32,0.0,1.34,1,0,0,1
3413,INFP,31.92,0.18720737457087677,0.0,0.18,0.06,0.0,0.02,1.2,0.0,4.36,1,0,0,1
3414,INFP,26.02,0.17678455157536643,0.0,0.12,0.04,0.0,0.0,0.64,0.0,2.22,1,0,0,1
3415,INFP,28.92,0.18764833268772108,0.04,0.26,0.12,0.0,0.02,0.82,0.0,3.08,1,0,0,1
3416,INFP,8.52,0.18512232942007173,0.2,0.26,0.0,0.0,0.0,0.14,0.0,0.76,1,0,0,1
3417,INFJ,24.36,0.18901593034226247,0.1,0.26,0.32,0.02,0.04,0.66,0.0,2.8,1,0,0,0
3418,INTJ,16.26,0.17554227458536614,0.1,0.12,0.06,0.0,0.02,0.26,0.0,1.7,1,0,1,0
3419,INFP,16.34,0.18618822146412087,0.6,0.62,0.18,0.0,0.0,0.5,0.0,1.94,1,0,0,1
3420,INTJ,27.42,0.1869199567043896,0.0,0.12,0.02,0.0,0.0,0.62,0.0,3.8,1,0,1,0
3421,INFP,30.56,0.18657126306971308,0.0,0.1,0.02,0.0,0.02,0.9,0.0,2.8,1,0,0,1
3422,INTJ,26.88,0.18227830785540852,0.0,0.22,0.3,0.0,0.0,0.64,0.0,3.34,1,0,1,0
3423,INTP,20.42,0.18183465203415716,0.1,0.26,0.08,0.0,0.0,0.48,0.0,2.26,1,0,1,1
3424,ENTP,24.52,0.18361913137905475,0.08,0.04,0.22,0.08,0.0,0.66,0.0,2.52,0,0,1,1
3425,INFP,17.32,0.18004358328082337,0.36,0.14,0.18,0.16,0.02,0.46,0.0,2.12,1,0,0,1
3426,INFJ,28.44,0.1893063954173936,0.0,0.34,0.28,0.0,0.0,1.02,0.0,3.3,1,0,0,0
3427,INFJ,32.08,0.18900161368337784,0.02,0.22,0.1,0.0,0.0,0.82,0.0,3.9,1,0,0,0
3428,INFP,32.32,0.18488780553753054,0.02,0.1,0.56,0.02,0.0,1.0,0.0,3.88,1,0,0,1
3429,INFP,25.5,0.18491480221712805,0.2,0.52,0.18,0.0,0.0,0.58,0.0,3.12,1,0,0,1
3430,INFJ,26.18,0.18281674701625264,0.16,0.22,0.18,0.1,0.0,0.62,0.0,2.82,1,0,0,0
3431,ENTP,27.04,0.18776288088642662,0.0,0.04,0.0,0.0,0.04,0.58,0.0,4.36,0,0,1,1
3432,INTJ,26.6,0.17024673279455893,0.0,0.02,0.0,0.0,0.0,0.72,0.0,2.92,1,0,1,0
3433,INTJ,27.68,0.18399414570598596,0.0,0.54,0.28,0.0,0.0,0.8,0.0,2.34,1,0,1,0
3434,INFP,29.52,0.179614555191102,0.0,0.12,0.0,0.0,0.0,0.78,0.0,3.38,1,0,0,1
3435,ENTP,19.98,0.18107713507450732,0.04,0.12,0.0,0.02,0.02,0.36,0.0,1.72,0,0,1,1
3436,INFP,26.98,0.18446846179769416,0.0,0.28,0.04,0.0,0.0,0.56,0.0,4.12,1,0,0,1
3437,ISFP,25.18,0.1869857695345688,0.14,0.14,0.12,0.0,0.02,0.5,0.0,3.22,1,1,0,1
3438,INFJ,25.22,0.18497988095844295,0.14,0.3,0.08,0.02,0.0,0.68,0.02,2.16,1,0,0,0
3439,INFJ,32.56,0.18747391757983525,0.02,0.18,0.2,0.0,0.0,1.48,0.04,3.88,1,0,0,0
3440,ISTP,28.64,0.18597281531334406,0.02,0.16,0.0,0.0,0.0,0.62,0.02,1.26,1,1,1,1
3441,INFP,33.98,0.18197772096420745,0.0,0.1,0.08,0.0,0.0,0.86,0.0,3.72,1,0,0,1
3442,INTJ,9.62,0.17976585125556005,0.58,0.6,0.0,0.02,0.0,0.16,0.0,1.2,1,0,1,0
3443,INFP,28.1,0.17968895917809322,0.0,0.22,0.4,0.0,0.0,0.44,0.0,3.08,1,0,0,1
3444,ENFJ,23.4,0.17890480364542413,0.0,0.18,0.0,0.0,0.0,0.66,0.0,2.44,0,0,0,0
3445,INFP,22.26,0.18665970334417292,0.12,0.1,0.14,0.1,0.04,0.68,0.0,2.86,1,0,0,1
3446,ENFP,21.96,0.1806677463777435,0.16,0.36,0.0,0.1,0.04,0.46,0.0,2.46,0,0,0,1
3447,ENFP,29.26,0.1966979720018315,0.02,0.42,0.2,0.0,0.0,0.74,0.0,3.06,0,0,0,1
3448,INFJ,17.8,0.18207950234848871,0.2,0.24,0.12,0.0,0.0,0.28,0.0,2.0,1,0,0,0
3449,INTJ,25.52,0.18141588864119915,0.04,0.12,0.18,0.0,0.0,0.68,0.0,3.08,1,0,1,0
3450,INTP,16.54,0.18885829205230725,0.18,0.32,0.1,0.0,0.02,0.26,0.0,1.78,1,0,1,1
3451,INTP,31.42,0.17682143313019175,0.0,0.0,0.06,0.0,0.0,0.78,0.0,4.04,1,0,1,1
3452,INTP,14.74,0.1861021149085639,0.32,0.46,0.16,0.22,0.0,0.84,0.0,1.52,1,0,1,1
3453,INFP,19.68,0.19127140540498602,0.02,0.4,0.06,0.0,0.06,0.3,0.0,2.8,1,0,0,1
3454,ENTJ,25.24,0.18434023692626458,0.0,0.54,0.44,0.0,0.0,0.52,0.0,2.12,0,0,1,0
3455,INFP,20.4,0.1881138447012556,0.04,0.12,0.12,0.0,0.02,0.54,0.0,2.08,1,0,0,1
3456,INTP,31.38,0.18008680849994657,0.0,0.2,0.18,0.0,0.0,0.96,0.0,3.26,1,0,1,1
3457,INFP,16.48,0.18614978929699327,0.02,0.12,0.08,0.0,0.06,0.34,0.0,1.72,1,0,0,1
3458,INFJ,6.6,0.1934698261137,0.06,0.1,0.02,0.02,0.0,0.06,0.0,0.68,1,0,0,0
3459,ENTP,26.66,0.1822983913045546,0.02,0.18,0.06,0.0,0.0,0.64,0.0,2.74,0,0,1,1
3460,INTJ,30.46,0.1803438619286349,0.08,0.4,0.02,0.0,0.02,0.9,0.0,3.12,1,0,1,0
3461,INTJ,25.68,0.1916579596952673,0.02,0.12,0.32,0.0,0.02,0.6,0.0,4.0,1,0,1,0
3462,INTJ,17.16,0.18470278410908103,0.0,0.24,0.08,0.0,0.0,0.42,0.0,2.04,1,0,1,0
3463,INTJ,24.08,0.1785929892067862,0.0,0.34,0.04,0.0,0.0,0.56,0.0,1.78,1,0,1,0
3464,INTJ,29.42,0.1712255645368034,0.0,0.22,0.04,0.0,0.0,0.6,0.0,2.66,1,0,1,0
3465,INTJ,25.88,0.19509075531427394,0.0,0.12,0.08,0.0,0.0,1.42,0.0,3.1,1,0,1,0
3466,ISTP,25.3,0.18292246163598885,0.0,0.12,0.02,0.0,0.0,0.46,0.0,2.48,1,1,1,1
3467,INTP,8.52,0.18135914239282155,0.02,0.06,0.0,0.02,0.0,0.12,0.0,0.82,1,0,1,1
3468,INTP,7.68,0.18345426423369096,0.0,0.06,0.0,0.0,0.02,0.24,0.0,0.78,1,0,1,1
3469,INTP,25.18,0.19194901571515946,0.0,0.22,0.02,0.0,0.0,0.68,0.0,2.9,1,0,1,1
3470,INTP,22.72,0.17878709499771855,0.04,0.18,0.02,0.0,0.06,0.58,0.0,2.72,1,0,1,1
3471,INTP,19.48,0.18973176826192095,0.0,0.26,0.02,0.0,0.0,0.5,0.0,1.74,1,0,1,1
3472,INTP,27.26,0.18122635233521386,0.02,0.18,0.08,0.0,0.0,0.66,0.06,3.52,1,0,1,1
3473,INTP,28.04,0.18073533057851235,0.1,0.22,0.16,0.08,0.0,0.88,0.0,2.48,1,0,1,1
3474,INTP,24.9,0.19291004657689817,0.0,0.16,0.14,0.0,0.0,0.82,0.0,2.12,1,0,1,1
3475,INTP,26.48,0.1847298842621851,0.08,0.18,0.1,0.06,0.0,0.66,0.0,3.12,1,0,1,1
3476,INFP,31.74,0.17939231524925797,0.02,0.16,0.0,0.0,0.02,0.92,0.02,3.76,1,0,0,1
3477,INFJ,23.58,0.1961424589207959,0.0,0.1,0.38,0.0,0.02,0.94,0.0,2.48,1,0,0,0
3478,INFJ,30.84,0.17315020112312243,0.0,0.12,0.08,0.0,0.0,0.72,0.0,2.94,1,0,0,0
3479,INTJ,27.24,0.1933985821157575,0.0,0.22,0.84,0.0,0.0,1.52,0.0,1.88,1,0,1,0
3480,INFJ,27.58,0.1859104591607546,0.0,0.2,0.0,0.0,0.0,0.68,0.0,2.8,1,0,0,0
3481,ISFJ,16.96,0.1808906366245085,0.0,0.1,0.08,0.0,0.0,0.28,0.0,1.78,1,1,0,0
3482,INFJ,22.24,0.19330717646571954,0.0,0.12,0.56,0.0,0.0,0.76,0.0,2.8,1,0,0,0
3483,ENFP,29.22,0.1828586863085672,0.04,0.2,0.58,0.02,0.0,0.84,0.0,4.04,0,0,0,1
3484,ENTP,14.38,0.18518199168315938,0.0,0.06,0.0,0.0,0.0,0.34,0.0,1.26,0,0,1,1
3485,INFP,24.44,0.1840797717636574,0.0,0.24,0.24,0.0,0.02,1.52,0.0,2.3,1,0,0,1
3486,INFP,35.76,0.18597088663927372,0.0,0.0,0.02,0.0,0.02,1.02,0.0,4.04,1,0,0,1
3487,ENTP,23.56,0.18837718210672488,0.0,0.18,0.54,0.0,0.0,0.7,0.0,2.58,0,0,1,1
3488,INTP,24.56,0.18250469541443665,0.02,0.16,0.12,0.0,0.02,0.48,0.0,3.16,1,0,1,1
3489,ENFP,25.42,0.18670217263629915,0.0,0.2,0.06,0.0,0.0,0.72,0.0,2.54,0,0,0,1
3490,INFP,28.24,0.18250222778118744,0.18,0.12,0.04,0.1,0.04,0.74,0.0,3.44,1,0,0,1
3491,INTJ,22.62,0.18049323906897802,0.16,0.22,0.08,0.1,0.0,0.58,0.0,2.14,1,0,1,0
3492,INTJ,30.94,0.18168571429472177,0.0,0.12,0.02,0.0,0.04,1.22,0.0,3.52,1,0,1,0
3493,INTP,4.26,0.17662336137167686,0.0,0.04,0.0,0.0,0.0,0.12,0.0,0.22,1,0,1,1
3494,INFP,16.4,0.176409008601177,0.4,0.34,0.1,0.08,0.0,0.28,0.0,2.06,1,0,0,1
3495,ESFJ,23.96,0.19031386050258697,0.16,0.22,0.08,0.16,0.0,0.42,0.0,3.46,0,1,0,0
3496,INFJ,34.5,0.17866148075238897,0.0,0.18,0.04,0.0,0.0,1.12,0.0,4.1,1,0,0,0
3497,INFJ,28.22,0.1829403203395693,0.0,0.26,0.0,0.0,0.0,0.76,0.0,3.36,1,0,0,0
3498,ENFJ,25.76,0.1901645692615291,0.0,0.16,0.04,0.0,0.0,0.58,0.02,2.98,0,0,0,0
3499,INTP,15.64,0.19292995470572422,0.08,0.68,0.4,0.04,0.0,0.28,0.0,1.8,1,0,1,1
3500,INFJ,15.16,0.18473404094893378,0.04,0.1,0.08,0.0,0.0,0.26,0.0,0.7,1,0,0,0
3501,INTP,15.3,0.18384222448224855,0.06,0.1,0.02,0.02,0.0,0.32,0.0,1.44,1,0,1,1
3502,INFJ,20.72,0.19114587841932135,0.0,0.04,0.14,0.0,0.0,0.82,0.2,2.9,1,0,0,0
3503,ENTP,30.2,0.1876639539030399,0.0,0.14,0.38,0.0,0.06,0.8,0.0,4.1,0,0,1,1
3504,INTP,19.64,0.17680221926599424,0.08,0.16,0.08,0.04,0.0,0.34,0.0,2.5,1,0,1,1
3505,ISFP,30.62,0.18309077848483024,0.04,0.18,0.28,0.0,0.02,0.66,0.0,3.56,1,1,0,1
3506,INTJ,24.78,0.18338711117638462,0.16,0.5,0.08,0.08,0.0,0.58,0.0,2.48,1,0,1,0
3507,INFJ,20.32,0.18611553147409002,0.0,0.42,0.06,0.0,0.0,0.32,0.0,1.86,1,0,0,0
3508,INFJ,2.82,0.18928817613301327,1.0,1.06,0.0,0.0,0.0,0.04,0.0,0.86,1,0,0,0
3509,INFJ,25.36,0.1887314969120674,0.0,0.2,0.14,0.0,0.02,0.66,0.0,3.64,1,0,0,0
3510,INFP,26.22,0.18967031497220982,0.0,0.2,0.08,0.0,0.0,0.6,0.0,3.32,1,0,0,1
3511,INFP,25.86,0.18478851767200907,0.0,0.1,0.14,0.0,0.06,0.72,0.0,1.92,1,0,0,1
3512,INFJ,20.32,0.18376763799094736,0.2,0.34,0.18,0.02,0.02,0.7,0.0,2.0,1,0,0,0
3513,INFP,14.12,0.18601663102142518,0.08,0.12,0.04,0.0,0.0,0.26,0.0,1.66,1,0,0,1
3514,INTJ,24.54,0.1908618143153585,0.02,0.34,0.04,0.0,0.02,0.48,0.0,2.42,1,0,1,0
3515,ISFJ,12.92,0.18322291537554292,0.16,0.22,0.0,0.06,0.0,0.26,0.0,1.44,1,1,0,0
3516,INFP,11.46,0.18882785434933455,0.14,0.16,0.12,0.0,0.0,0.26,0.0,1.72,1,0,0,1
3517,INTJ,16.2,0.19275458387682912,0.06,0.28,0.06,0.06,0.0,0.86,0.0,1.54,1,0,1,0
3518,INTP,30.08,0.18783853337813963,0.0,0.08,0.08,0.0,0.02,0.72,0.0,3.8,1,0,1,1
3519,INTJ,23.86,0.1787054947390796,0.12,0.42,0.02,0.06,0.02,0.52,0.0,2.4,1,0,1,0
3520,INFP,24.88,0.18274539395107658,0.0,0.12,0.24,0.0,0.0,0.5,0.0,3.46,1,0,0,1
3521,ISTJ,29.66,0.18633600071936812,0.06,0.26,0.28,0.02,0.0,0.84,0.0,3.58,1,1,1,0
3522,ISTP,31.14,0.18868952686516632,0.0,0.14,0.3,0.0,0.0,0.76,0.0,3.42,1,1,1,1
3523,ISTP,33.66,0.19980735234027272,0.0,0.14,0.18,0.0,0.0,1.48,0.0,4.36,1,1,1,1
3524,ISTP,23.9,0.18527626315180945,0.0,0.14,0.12,0.0,0.0,0.68,0.0,2.9,1,1,1,1
3525,ISTP,18.86,0.18664221361360298,0.0,0.14,0.02,0.0,0.0,0.32,0.02,2.32,1,1,1,1
3526,INFJ,24.42,0.18419334330332227,0.0,0.2,0.02,0.0,0.02,0.44,0.0,3.02,1,0,0,0
3527,ISTP,26.9,0.18616718682909542,0.0,0.08,0.0,0.0,0.06,0.82,0.0,3.32,1,1,1,1
3528,ENTP,30.84,0.18445272353424033,0.02,0.28,0.22,0.0,0.0,0.72,0.0,3.62,0,0,1,1
3529,ESFJ,26.24,0.19155953192635197,0.0,0.04,0.64,0.0,0.0,0.66,0.0,2.38,0,1,0,0
3530,INFJ,28.22,0.18162023874011202,0.14,0.36,0.08,0.0,0.0,0.86,0.0,1.94,1,0,0,0
3531,INFJ,33.26,0.1832224828957101,0.0,0.04,0.0,0.0,0.02,0.84,0.0,3.6,1,0,0,0
3532,INTP,21.2,0.1821658410468846,0.1,0.06,0.62,0.06,0.0,0.38,0.0,2.6,1,0,1,1
3533,INFJ,19.88,0.18897660455545245,0.02,0.3,0.26,0.0,0.0,0.66,0.0,2.54,1,0,0,0
3534,INFP,29.3,0.18489674060922057,0.04,0.14,0.02,0.0,0.08,0.76,0.0,2.7,1,0,0,1
3535,INFP,28.1,0.17538032378765966,0.0,0.12,0.22,0.0,0.0,0.7,0.0,2.62,1,0,0,1
3536,ISFP,26.12,0.19604152863997917,0.0,0.24,1.32,0.0,0.0,0.82,0.04,3.94,1,1,0,1
3537,ENTP,15.44,0.1807005624954343,0.08,0.18,0.12,0.0,0.0,0.3,0.0,1.68,0,0,1,1
3538,ESTP,25.12,0.18848947529969695,0.0,0.54,0.06,0.0,0.0,0.66,0.0,2.12,0,1,1,1
3539,INFP,29.14,0.1812177519509946,0.04,0.1,0.4,0.0,0.08,0.68,0.0,2.88,1,0,0,1
3540,INFP,24.5,0.18313462476907716,0.0,0.12,0.16,0.0,0.0,0.62,0.08,2.76,1,0,0,1
3541,INFJ,32.62,0.18456376098149638,0.0,0.18,0.44,0.0,0.04,0.94,0.0,3.84,1,0,0,0
3542,INFP,14.96,0.17879192140698713,0.06,0.14,0.16,0.0,0.0,0.5,0.0,1.9,1,0,0,1
3543,INTP,28.36,0.17881606316502638,0.02,0.14,0.04,0.0,0.0,0.94,0.0,2.16,1,0,1,1
3544,INFJ,29.82,0.17764929225822734,0.0,0.4,0.0,0.0,0.0,0.62,0.0,2.9,1,0,0,0
3545,INFP,29.5,0.1833977813368746,0.0,0.22,0.36,0.0,0.0,0.78,0.0,2.26,1,0,0,1
3546,INTP,26.66,0.1853548749093487,0.0,0.02,0.4,0.0,0.02,0.68,0.0,3.16,1,0,1,1
3547,INFJ,32.74,0.18019726011708959,0.02,0.22,0.0,0.0,0.0,0.98,0.0,4.44,1,0,0,0
3548,ENFP,27.42,0.18735945410146254,0.0,0.36,0.28,0.0,0.0,0.88,0.0,2.78,0,0,0,1
3549,ISFP,25.16,0.18657090538210935,0.06,0.28,0.34,0.0,0.02,0.42,0.0,2.78,1,1,0,1
3550,ENFP,19.34,0.21446497594445693,0.04,0.2,4.0,0.0,0.0,0.66,0.0,2.32,0,0,0,1
3551,INFP,15.6,0.18785063044438835,0.5,0.5,0.04,0.0,0.02,0.7,0.0,1.9,1,0,0,1
3552,INFP,17.8,0.18743338662876097,0.12,0.18,0.22,0.04,0.02,0.44,0.0,0.84,1,0,0,1
3553,INTJ,29.2,0.18366502257874548,0.1,0.3,0.0,0.0,0.02,0.88,0.0,3.14,1,0,1,0
3554,INTJ,16.88,0.1920404584091513,0.14,0.42,0.16,0.0,0.02,0.3,0.0,2.16,1,0,1,0
3555,INTP,24.74,0.19468489358860738,0.02,0.26,0.06,0.0,0.06,0.82,0.02,3.44,1,0,1,1
3556,INTP,17.18,0.18074792243767313,0.0,0.12,0.18,0.0,0.0,0.48,0.0,1.42,1,0,1,1
3557,INTJ,20.3,0.1858774618072498,0.16,0.16,0.08,0.04,0.0,0.4,0.0,2.6,1,0,1,0
3558,INTP,19.74,0.1839765090494136,0.0,0.34,0.0,0.0,0.0,0.58,0.02,2.68,1,0,1,1
3559,INFP,0.08,0.2092951677439212,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
3560,ENTP,17.64,0.18344384767742775,0.0,0.06,0.0,0.0,0.0,0.24,0.0,1.94,0,0,1,1
3561,ENFP,2.48,0.18626328085282312,0.0,0.0,0.04,0.0,0.0,0.1,0.0,0.18,0,0,0,1
3562,ISFP,24.12,0.1888738785352976,0.04,0.14,0.56,0.0,0.02,0.6,0.0,3.3,1,1,0,1
3563,INFP,14.5,0.19211675308992868,0.1,0.38,0.26,0.02,0.0,0.52,0.0,1.68,1,0,0,1
3564,INTJ,12.22,0.1861607523133177,0.34,0.24,0.14,0.16,0.0,0.24,0.02,0.64,1,0,1,0
3565,INTP,23.38,0.17942271942407256,0.5,0.64,0.48,0.02,0.02,0.56,0.0,2.92,1,0,1,1
3566,ISFP,28.52,0.186552595218746,0.14,0.22,0.12,0.02,0.06,1.16,0.0,2.98,1,1,0,1
3567,INFJ,33.38,0.18062720114423825,0.0,0.28,0.1,0.0,0.0,1.04,0.02,3.9,1,0,0,0
